0.09,0.01,0.13,-0.08,0.07,0.77,-0.62,0.14,-0.05,0.77,-0.03
-0.17,0.12,0.33,-0.32,-0.15,-1.03,0.44,0.23,0.12,-1.03,-0.15
-0.1,-0.05,-0.93,0.6,0.38,0.68,0.48,-0.89,0.14,0.68,0.09
1.14,-0.6,-0.02,0.28,-1.58,-0.79,-1.09,0.02,-1.09,-0.79,1.23
