-0.69593,2.23804,-0.17959,0.21087,0.483,-1.18424,-0.48462,-1.46881,0.44906,-1.18424,-0.43389
-0.69593,-0.14077,0.99551,-1.26291,1.43996,1.14038,-1.09616,-2.10691,1.02955,1.14038,0.56594
0.09163,0.18361,-0.88465,-1.87699,0.483,0.55923,-1.09616,-0.83072,0.44906,0.55923,0.56594
0.61667,-1.87081,-0.88465,-1.01728,-0.47397,0.55923,-0.48462,-0.19263,-1.29242,0.55923,-0.43389
1.40424,0.29174,1.46555,-1.1401,0.96148,0.55923,1.35001,0.44546,0.44906,0.55923,1.56576
-0.17089,-0.57328,-0.64963,0.57932,-0.47397,1.14038,1.35001,-0.19263,1.02955,1.14038,-0.43389
0.8792,-0.35703,0.05543,0.70213,1.43996,-0.60309,-0.48462,1.08355,1.02955,-0.60309,-0.43389
0.61667,-1.11392,-1.11967,-0.28039,0.00451,0.55923,-0.48462,1.08355,0.44906,0.55923,-0.43389
-0.69593,1.26489,-0.17959,-0.52602,0.483,-1.7654,0.73847,-0.83072,-1.29242,-1.7654,-0.43389
0.8792,-0.03264,-2.29476,1.07058,0.96148,-0.60309,-1.09616,-0.83072,-0.13143,-0.60309,0.56594
0.09163,-0.03264,1.46555,-1.26291,1.43996,1.14038,0.73847,-0.19263,1.02955,1.14038,-0.43389
0.61667,-0.68141,-0.41461,0.08806,-0.47397,1.14038,-1.09616,1.08355,-1.87291,1.14038,-0.43389
0.09163,1.26489,0.05543,-0.52602,-0.47397,1.14038,-1.09616,-0.19263,-1.29242,1.14038,0.56594
-0.69593,-1.00579,0.29045,2.0531,-0.47397,1.14038,0.73847,-0.19263,-0.13143,1.14038,1.56576
0.35415,-0.03264,0.05543,-1.26291,-1.90942,1.14038,1.35001,-0.19263,0.44906,1.14038,-0.43389
0.61667,0.72425,0.29045,0.70213,-1.43094,0.55923,-1.7077,1.08355,1.02955,0.55923,-0.43389
-0.69593,1.48115,-1.35469,1.19339,-0.47397,-1.7654,0.12692,1.08355,1.61005,-1.7654,0.56594
