0.8792,0.39987,0.99551,0.08806,-0.47397,-0.02193,-1.09616,-1.46881,-0.71193,-0.02193,-2.43353
-1.22097,-2.08707,0.52547,-0.4032,-0.95245,0.55923,-1.09616,1.08355,-1.29242,0.55923,-0.43389
0.8792,0.29174,0.52547,0.21087,-0.47397,-1.7654,1.35001,1.08355,-0.13143,-1.7654,0.56594
-0.95845,-0.14077,0.52547,-0.15757,-1.90942,-0.60309,1.35001,1.08355,-0.71193,-0.60309,-0.43389
-1.22097,-1.4383,0.29045,0.21087,0.00451,-1.18424,-1.09616,1.08355,0.44906,-1.18424,-2.43353
-0.17089,-2.1952,-0.41461,-0.03476,1.43996,-0.60309,1.35001,0.44546,-0.71193,-0.60309,-0.43389
0.35415,0.508,1.46555,-0.77165,0.483,0.55923,0.12692,0.44546,0.44906,0.55923,-0.43389
-1.48349,0.508,0.05543,-0.03476,0.483,-1.7654,-1.09616,1.08355,-1.29242,-1.7654,0.56594
-0.17089,-2.73583,0.29045,0.08806,-0.47397,-1.7654,0.12692,1.08355,1.02955,-1.7654,0.56594
0.35415,0.18361,0.76049,-0.52602,-0.47397,-1.18424,0.12692,-1.46881,-1.87291,-1.18424,0.56594
0.35415,-1.33017,0.52547,0.70213,0.96148,-0.60309,0.12692,-0.19263,-0.13143,-0.60309,-0.43389
2.71684,1.26489,1.23053,0.94776,0.483,1.14038,-0.48462,-0.83072,-0.71193,1.14038,-0.43389
1.66676,0.94051,-0.41461,0.33369,0.96148,-0.02193,1.35001,-0.83072,-1.29242,-0.02193,0.56594
0.09163,-0.03264,-1.35469,0.33369,0.00451,0.55923,1.35001,1.08355,-1.29242,0.55923,0.56594
1.14172,-0.57328,-0.17959,-0.4032,1.43996,1.14038,-1.7077,-0.83072,-0.71193,1.14038,-0.43389
0.35415,1.26489,-0.88465,-0.15757,0.483,0.55923,0.73847,0.44546,1.02955,0.55923,0.56594
-0.69593,-1.54643,-1.35469,0.4565,0.483,1.14038,0.12692,-1.46881,-1.29242,1.14038,0.56594
0.8792,0.39987,0.29045,-1.75417,0.483,-0.60309,0.73847,1.08355,-0.13143,-0.60309,-0.43389
-1.48349,-0.46515,0.29045,-1.1401,0.483,-0.60309,0.12692,-1.46881,1.61005,-0.60309,1.56576
1.40424,0.29174,1.23053,-0.89447,0.483,0.55923,0.12692,-0.19263,-0.71193,0.55923,0.56594
-0.69593,-0.03264,-0.17959,1.93028,-0.47397,0.55923,-0.48462,1.08355,-0.13143,0.55923,-0.43389
-0.43341,0.18361,1.46555,-1.38573,-0.95245,-0.02193,1.35001,-0.83072,0.44906,-0.02193,-0.43389
0.8792,0.39987,1.46555,0.94776,-0.47397,1.14038,0.12692,1.08355,-0.71193,1.14038,-0.43389
0.61667,1.04863,0.29045,-1.75417,-0.47397,-0.60309,-0.48462,-1.46881,0.44906,-0.60309,1.56576
0.09163,0.07549,-0.64963,0.21087,0.483,-1.18424,0.12692,-2.10691,-0.13143,-1.18424,1.56576
0.35415,-1.65456,-0.64963,-0.28039,0.96148,0.55923,-0.48462,0.44546,0.44906,0.55923,0.56594
1.40424,-0.68141,1.23053,0.4565,0.483,-0.02193,-0.48462,-0.19263,1.61005,-0.02193,1.56576
0.8792,-0.35703,0.52547,1.31621,-2.3879,-0.02193,-1.09616,-0.83072,-1.87291,-0.02193,0.56594
-0.69593,-0.35703,0.99551,-0.77165,0.00451,1.14038,-1.09616,-1.46881,-0.71193,1.14038,1.56576
0.35415,-0.14077,0.05543,1.19339,0.483,1.14038,-1.09616,1.08355,0.44906,1.14038,-0.43389
0.09163,1.58927,-0.64963,-0.77165,0.00451,-1.18424,-1.09616,1.08355,-0.13143,-1.18424,-2.43353
1.14172,-0.35703,-0.41461,-0.4032,0.00451,1.14038,-0.48462,1.08355,-0.71193,1.14038,0.56594
-0.43341,0.72425,0.76049,-0.52602,1.43996,-1.7654,1.35001,-0.19263,-0.71193,-1.7654,-0.43389
0.35415,1.48115,-0.41461,-0.03476,-0.95245,0.55923,0.12692,-1.46881,0.44906,0.55923,0.56594
0.09163,-0.03264,0.76049,-1.1401,-1.43094,-1.18424,0.12692,-0.19263,-0.13143,-1.18424,-0.43389
0.35415,-1.22205,-0.17959,-1.1401,-1.43094,-1.7654,-1.09616,0.44546,-1.87291,-1.7654,1.56576
0.09163,-0.68141,0.99551,0.82495,0.483,-1.18424,1.35001,0.44546,-0.71193,-1.18424,0.56594
1.14172,-0.03264,0.99551,-1.63136,0.00451,-0.02193,1.35001,0.44546,1.02955,-0.02193,-0.43389
-0.95845,0.29174,-1.58971,0.70213,0.483,1.14038,-1.09616,1.08355,0.44906,1.14038,0.56594
0.09163,-0.57328,0.29045,0.57932,-0.47397,-0.02193,0.12692,1.08355,0.44906,-0.02193,1.56576
-0.95845,0.07549,-0.17959,-0.4032,-1.43094,-0.60309,0.73847,0.44546,1.61005,-0.60309,0.56594
-0.69593,0.72425,0.76049,1.07058,-1.43094,0.55923,-1.09616,0.44546,1.02955,0.55923,-0.43389
0.35415,0.508,0.29045,0.08806,0.00451,-1.18424,-0.48462,1.08355,0.44906,-1.18424,-0.43389
0.09163,0.508,0.52547,0.08806,0.96148,1.14038,1.35001,-1.46881,-0.71193,1.14038,-0.43389
0.8792,0.83238,0.29045,0.94776,1.91845,0.55923,-1.09616,1.08355,-0.13143,0.55923,0.56594
0.35415,-1.00579,0.76049,0.21087,-0.47397,-0.60309,0.73847,1.08355,0.44906,-0.60309,1.56576
0.09163,0.72425,-0.88465,-0.28039,-0.95245,1.14038,-1.09616,-0.83072,-1.29242,1.14038,-2.43353
1.66676,-0.03264,-0.41461,0.94776,0.00451,-1.18424,-1.09616,1.08355,-0.71193,-1.18424,0.56594
1.40424,0.07549,-2.7648,-0.03476,-0.47397,1.14038,-1.7077,1.08355,-0.13143,1.14038,0.56594
-2.00853,1.37302,-0.17959,-0.4032,0.96148,0.55923,-0.48462,1.08355,-0.71193,0.55923,-0.43389
-1.48349,1.26489,-1.11967,1.07058,-2.3879,0.55923,-0.48462,0.44546,1.61005,0.55923,-0.43389
-0.43341,0.61612,1.46555,-0.15757,-1.43094,0.55923,-1.09616,-0.19263,1.02955,0.55923,-0.43389
-0.69593,1.04863,-0.64963,-0.52602,0.96148,1.14038,0.12692,-0.83072,1.02955,1.14038,-0.43389
0.8792,-0.89766,-1.11967,-0.4032,-1.43094,1.14038,1.35001,-1.46881,-0.71193,1.14038,0.56594
-1.22097,-0.14077,-0.88465,-0.03476,0.96148,0.55923,-1.7077,1.08355,-1.29242,0.55923,0.56594
1.14172,-1.33017,-0.64963,0.57932,0.96148,0.55923,-0.48462,-2.10691,-0.13143,0.55923,-0.43389
-0.17089,0.508,0.29045,0.33369,1.43996,1.14038,0.12692,0.44546,0.44906,1.14038,0.56594
-0.69593,0.83238,0.05543,0.08806,0.483,-1.7654,1.35001,0.44546,1.02955,-1.7654,-0.43389
-0.17089,-1.22205,-0.64963,1.68465,0.96148,1.14038,-1.09616,-1.46881,1.61005,1.14038,0.56594
0.35415,0.94051,-2.05975,2.29873,0.96148,0.55923,0.73847,0.44546,1.02955,0.55923,-0.43389
0.09163,0.83238,-0.17959,0.57932,-0.95245,-1.18424,0.12692,0.44546,0.44906,-1.18424,0.56594
-0.95845,1.6974,-0.17959,-0.52602,1.43996,1.14038,-1.09616,-1.46881,-0.71193,1.14038,0.56594
-2.27105,0.61612,-0.64963,-1.01728,1.43996,-0.02193,1.35001,-1.46881,-0.13143,-0.02193,-0.43389
-0.17089,-1.11392,0.52547,-3.22795,-0.47397,-0.60309,-0.48462,0.44546,1.61005,-0.60309,-0.43389
0.09163,-0.57328,0.29045,1.80747,-0.47397,-1.18424,0.73847,0.44546,-1.29242,-1.18424,-0.43389
-0.95845,-1.76269,-0.41461,-1.63136,-0.47397,-1.18424,1.35001,-0.19263,-1.29242,-1.18424,-0.43389
0.61667,1.15676,0.76049,0.4565,-1.43094,-0.02193,0.73847,1.08355,-1.29242,-0.02193,0.56594
0.8792,0.508,-0.88465,-0.52602,-0.95245,-1.7654,1.35001,1.08355,1.61005,-1.7654,-2.43353
-2.27105,-0.68141,0.29045,0.4565,-0.95245,1.14038,1.35001,-0.19263,-0.13143,1.14038,0.56594
0.61667,1.58927,-0.17959,1.07058,0.96148,-0.60309,-0.48462,1.08355,1.02955,-0.60309,-0.43389
-1.48349,0.508,-2.05975,1.80747,0.483,1.14038,-1.09616,-0.83072,0.44906,1.14038,0.56594
1.40424,0.29174,-0.88465,0.82495,-0.95245,1.14038,1.35001,-1.46881,-0.71193,1.14038,-0.43389
-0.69593,0.83238,0.52547,0.33369,-0.47397,-0.60309,1.35001,-0.83072,0.44906,-0.60309,-2.43353
-0.95845,1.58927,2.64064,0.33369,0.96148,-1.18424,-1.09616,-0.19263,-1.87291,-1.18424,-0.43389
0.35415,-2.51958,-0.17959,-1.01728,-2.86639,-1.18424,1.35001,1.08355,0.44906,-1.18424,0.56594
-0.43341,0.508,1.46555,0.33369,0.483,-1.7654,1.35001,0.44546,1.61005,-1.7654,-2.43353
-2.00853,-0.2489,-1.58971,0.94776,0.483,0.55923,1.35001,1.08355,-0.71193,0.55923,0.56594
-0.95845,-0.89766,-0.41461,0.70213,1.43996,1.14038,-0.48462,1.08355,-1.87291,1.14038,-2.43353
-3.32113,-0.2489,0.52547,-0.89447,0.483,-1.18424,1.35001,-0.19263,1.02955,-1.18424,1.56576
2.1918,-0.2489,-0.41461,0.70213,-0.95245,-0.60309,-1.09616,0.44546,0.44906,-0.60309,1.56576
-0.69593,-1.97894,-0.17959,2.66718,1.43996,-0.60309,0.73847,-1.46881,0.44906,-0.60309,-0.43389
0.09163,-0.14077,1.46555,-0.64884,-0.95245,0.55923,0.12692,-0.83072,-1.29242,0.55923,1.56576
-0.95845,-0.14077,1.93558,1.07058,0.96148,1.14038,0.73847,1.08355,1.61005,1.14038,0.56594
1.40424,-0.14077,-2.05975,-0.15757,0.483,1.14038,-0.48462,-1.46881,1.61005,1.14038,-0.43389
0.09163,1.91366,0.29045,-2.12262,-0.47397,-1.18424,-1.09616,0.44546,-1.29242,-1.18424,0.56594
-0.95845,-0.78954,-0.41461,-1.26291,0.96148,-0.02193,-1.7077,-2.10691,1.02955,-0.02193,0.56594
0.35415,-0.57328,-1.35469,-0.15757,-1.43094,1.14038,-1.09616,-0.19263,0.44906,1.14038,-2.43353
0.61667,-0.03264,-0.64963,-0.52602,-0.47397,-0.60309,0.73847,0.44546,-0.13143,-0.60309,-0.43389
0.61667,-0.14077,2.87566,-0.4032,0.483,-0.60309,1.35001,-0.19263,0.44906,-0.60309,-0.43389
